X;Y
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4182245;0,6723669
0,4431657;0,6372711
0,4431657;0,6372711
0,4431657;0,6372711
0,4431657;0,6372711
0,4431657;0,6372711
0,5032027;0,6271164
0,5032027;0,6271164
0,5032027;0,6271164
0,5632397;0,6169618
0,5632397;0,6169618
0,5632397;0,6169618
0,5632397;0,6169618
0,5632397;0,6169618
0,6234127;0,6076464
0,6234127;0,6076464
0,6234127;0,6076464
0,6234127;0,6076464
0,6234127;0,6076464
0,6836799;0,5989617
0,6836799;0,5989617
0,6836799;0,5989617
0,6836799;0,5989617
0,6836799;0,5989617
0,7441902;0,5921742
0,7441902;0,5921742
0,7441902;0,5921742
0,7441902;0,5921742
0,7441902;0,5921742
0,8049316;0,5879266
0,8049316;0,5879266
0,8049316;0,5879266
0,8049316;0,5879266
0,8049316;0,5879266
0,8658031;0,5864388
0,8658031;0,5864388
0,8658031;0,5864388
0,8658031;0,5864388
0,8658031;0,5864388
0,9266925;0,5866512
0,9266925;0,5866512
0,9266925;0,5866512
0,9266925;0,5866512
0,9875451;0,5887761
0,9875451;0,5887761
0,9875451;0,5887761
0,9875451;0,5887761
1,048287;0,5930234
1,048287;0,5930234
1,048287;0,5930234
1,048287;0,5930234
1,108773;0,6000218
1,108773;0,6000218
1,108773;0,6000218
1,108773;0,6000218
1,108773;0,6000218
1,168584;0,6114312
1,168584;0,6114312
1,168584;0,6114312
1,168584;0,6114312
1,168584;0,6114312
1,227173;0,6280102
1,227173;0,6280102
1,227173;0,6280102
1,227173;0,6280102
1,227173;0,6280102
1,283055;0,6521924
1,283055;0,6521924
1,283055;0,6521924
1,283055;0,6521924
1,283055;0,6521924
1,335466;0,6831877
1,335466;0,6831877
1,335466;0,6831877
1,385586;0,7177634
1,385586;0,7177634
1,385586;0,7177634
1,434343;0,7542377
1,434343;0,7542377
1,434343;0,7542377
1,434343;0,7542377
1,482714;0,7912205
1,482714;0,7912205
1,482714;0,7912205
1,482714;0,7912205
1,482714;0,7912205
1,529901;0,8297045
1,529901;0,8297045
1,529901;0,8297045
1,529901;0,8297045
1,529901;0,8297045
1,575575;0,8699715
1,575575;0,8699715
1,575575;0,8699715
1,575575;0,8699715
1,575575;0,8699715
1,619227;0,9124216
1,619227;0,9124216
1,619227;0,9124216
1,660286;0,9573859
1,660286;0,9573859
1,660286;0,9573859
1,660286;0,9573859
1,660286;0,9573859
1,700393;1,0032
1,700393;1,0032
1,700393;1,0032
1,700393;1,0032
1,700393;1,0032
1,739857;1,04957
1,739857;1,04957
1,739857;1,04957
1,739857;1,04957
1,777345;1,097552
1,777345;1,097552
1,777345;1,097552
1,813307;1,146687
1,813307;1,146687
1,813307;1,146687
1,813307;1,146687
1,813307;1,146687
1,848406;1,196443
1,848406;1,196443
1,848406;1,196443
1,848406;1,196443
1,848406;1,196443
1,882278;1,247041
1,882278;1,247041
1,882278;1,247041
1,882278;1,247041
1,882278;1,247041
1,913274;1,299452
1,913274;1,299452
1,913274;1,299452
1,898831;1,340012
1,898831;1,340012
1,898831;1,340012
1,898831;1,340012
1,898831;1,340012
1,898831;1,340012
1,880227;1,378841
1,880227;1,378841
1,880227;1,378841
1,880227;1,378841
1,861084;1,417407
1,861084;1,417407
1,861084;1,417407
1,861084;1,417407
1,841003;1,455493
1,841003;1,455493
1,841003;1,455493
1,841003;1,455493
1,819867;1,493004
1,819867;1,493004
1,819867;1,493004
1,819867;1,493004
