X;Y
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,496363;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
0,4963631;0,3566651
